GUID,Date (PST),Country,State/Region,City/Urban Area,Category
1018385280758247425,7/14/2018 23:42,New Zealand,,,Positive
1018385293689249794,7/14/2018 23:42,Japan,Tokyo,Tokyo,Positive
1018385308449030145,7/14/2018 23:42,Indonesia,Jakarta Raya,Jakarta,Positive
1018385331479908353,7/14/2018 23:42,Indonesia,,,Positive
1018385378317701120,7/14/2018 23:42,Malaysia,Selangor,Kuala Lumpur,Positive
1018385465190289414,7/14/2018 23:43,Ecuador,Guayas,Guayaquil,Positive
1018385481262776322,7/14/2018 23:43,India,Kerala,Thiruvananthapuram,Positive
1018385716450127872,7/14/2018 23:44,Pakistan,Punjab,,Positive
1018385796552904704,7/14/2018 23:44,United States,Texas,Houston,Positive
1018385850026119168,7/14/2018 23:44,United States,Florida,Orlando,Positive
1018385973711736832,7/14/2018 23:45,United States,California,,Positive
1018386008205873155,7/14/2018 23:45,Sweden,Stockholm,Stockholm,Positive
1018386015667580928,7/14/2018 23:45,South Africa,,,Positive
1018386031836565509,7/14/2018 23:45,Saudi Arabia,,,Positive
1018386118973231104,7/14/2018 23:45,Israel,Tel Aviv,Tel Aviv-Yafo,Positive
1018386122941100032,7/14/2018 23:45,United Kingdom,Yorkshire and the Humber,Leeds,Negative
1018386186832957440,7/14/2018 23:46,United Kingdom,,,Positive
1018386292739137536,7/14/2018 23:46,South Africa,Gauteng,Pretoria,Positive
1018386459328311296,7/14/2018 23:47,India,,,Positive
1018386559547138048,7/14/2018 23:47,Russia,,,Positive
1018386580027801600,7/14/2018 23:47,United States,California,Irvine,Positive
1018386660176908288,7/14/2018 23:47,Kenya,Nairobi,Nairobi,Positive
1018386719463366656,7/14/2018 23:48,India,,,Positive
1018386735200460800,7/14/2018 23:48,Costa Rica,Cartago,San Jose,Positive
1018386874577178624,7/14/2018 23:48,Costa Rica,San José,San Jose,Positive
1018386892868354048,7/14/2018 23:48,New Zealand,Auckland,Auckland,Positive
1018386914947153920,7/14/2018 23:48,Canada,Ontario,,Negative
1018386937563017217,7/14/2018 23:49,Ukraine,Kiev City,Kiev,Positive
1018386994555228160,7/14/2018 23:49,South Africa,,,Positive
1018387426740297728,7/14/2018 23:50,United States,California,,Positive
1018387431643443200,7/14/2018 23:50,Indonesia,Banten,Serang,Positive
1018387436660056064,7/14/2018 23:51,United States,,,Negative
1018387525432479744,7/14/2018 23:51,Switzerland,,,Positive
1018387547594997763,7/14/2018 23:51,United States,California,,Positive
1018387786313814016,7/14/2018 23:52,India,Tamil Nadu,Chennai,Positive
1018387872037199872,7/14/2018 23:52,Honduras,,,Positive
1018388096281243648,7/14/2018 23:53,Indonesia,Papua,,Positive
1018388208118325248,7/14/2018 23:54,South Africa,,,Positive
1018388240468926465,7/14/2018 23:54,Kenya,,,Positive
1018388502860345344,7/14/2018 23:55,Malaysia,Selangor,Kuala Lumpur,Positive
1018388534531645440,7/14/2018 23:55,Kenya,Coast,Mombasa,Positive
1018388596837908480,7/14/2018 23:55,United States,California,,Positive
1018388608560926721,7/14/2018 23:55,Spain,,,Positive
1018388620053381120,7/14/2018 23:55,Australia,,,Positive
1018388623165538304,7/14/2018 23:55,United States,Washington,,Positive
1018388639297015808,7/14/2018 23:55,Mexico,Veracruz,Veracruz,Positive
1018388798110162944,7/14/2018 23:56,France,,,Positive
1018388872265265154,7/14/2018 23:56,Indonesia,,,Positive
1018388994931879936,7/14/2018 23:57,Indonesia,Jakarta Raya,Jakarta,Positive
1018389002494279680,7/14/2018 23:57,Peru,Lima Province,Lima,Positive
1018389099873353728,7/14/2018 23:57,Australia,South Australia,Adelaide,Positive
1018389130517106689,7/14/2018 23:57,Namibia,,,Positive
1018389281113427968,7/14/2018 23:58,Japan,,,Positive
1018389290693341185,7/14/2018 23:58,Croatia,Grad Zagreb,Zagreb,Positive
1018389339645075456,7/14/2018 23:58,South Africa,,,Positive
1018389373216272385,7/14/2018 23:58,Russia,Central,Moscow,Positive
1018389684345556993,7/14/2018 23:59,United States,Illinois,Chicago,Positive
1018389697020776449,7/14/2018 23:59,Ghana,,,Positive
1018389808664760321,7/15/2018 0:00,France,Nord-Pas-de-Calais,,Positive
1018390863049678848,7/15/2018 0:04,United States,California,,Positive
1018390882662469632,7/15/2018 0:04,Costa Rica,San José,San Jose,Positive
1018394802684121088,7/15/2018 0:20,Costa Rica,San José,San Jose,Positive
1018399854589108226,7/15/2018 0:40,United Kingdom,Greater London,London,Positive
1018401288692817920,7/15/2018 0:46,United States,Washington,Seattle,Positive
1018403076573573120,7/15/2018 0:53,India,Delhi,Delhi,Positive
1018403111487115265,7/15/2018 0:53,United States,California,,Positive
1018405416785494016,7/15/2018 1:02,Japan,,,Positive
1018408344430759936,7/15/2018 1:14,Nigeria,,,Positive
1018409232759222272,7/15/2018 1:17,United Kingdom,,,Positive
1018412353308758018,7/15/2018 1:30,United Kingdom,East,,Positive
1018412403292135424,7/15/2018 1:30,India,Delhi,Delhi,Positive
1018412937873182720,7/15/2018 1:32,Belgium,,,Positive
1018418251460763653,7/15/2018 1:53,France,,,Positive
1018418263594713088,7/15/2018 1:53,France,Réunion,St.-Denis,Positive
1018430236734570496,7/15/2018 2:41,Spain,Madrid,Madrid,Positive
1018431302058553344,7/15/2018 2:45,Zambia,Copperbelt,Kitwe,Positive
1018433717260509184,7/15/2018 2:54,United States,Virginia,"Washington, D.C.",Positive
1018436559048232960,7/15/2018 3:06,Brazil,Ceará,Fortaleza,Positive
1018438219954905090,7/15/2018 3:12,United Kingdom,East Midlands,Nottingham,Negative
1018440951759589376,7/15/2018 3:23,United Kingdom,Yorkshire and the Humber,Leeds,Positive
1018445018359422976,7/15/2018 3:39,Australia,Victoria,Melbourne,Positive
1018445537303916545,7/15/2018 3:41,Saudi Arabia,Makkah,Jeddah,Positive
1018447660997636096,7/15/2018 3:50,France,Provence-Alpes-Côte-d'Azur,,Positive
1018447791213989890,7/15/2018 3:50,South Africa,,,Positive
1018457310253993984,7/15/2018 4:28,France,Nord-Pas-de-Calais,Lille,Positive
1018460125810610176,7/15/2018 4:39,Turkey,Marmara Region,Istanbul,Negative
1018463353495277568,7/15/2018 4:52,United Kingdom,West Midlands,Birmingham,Negative
1018470041631842304,7/15/2018 5:19,United States,Texas,Dallas,Positive
1018472699893616640,7/15/2018 5:29,United Kingdom,Greater London,London,Positive
1018474813742968833,7/15/2018 5:38,Japan,,,Positive
1018478336249561090,7/15/2018 5:52,United Kingdom,Greater London,London,Positive
1018481315593768960,7/15/2018 6:04,Italy,,,Positive
1018482550677950464,7/15/2018 6:08,United Kingdom,Yorkshire and the Humber,Leeds,Positive
1018483031818944513,7/15/2018 6:10,Indonesia,Sumatera Selatan,Palembang,Positive
1018483996961976320,7/15/2018 6:14,France,Provence-Alpes-Côte-d'Azur,Marseille,Positive
1018486315480907776,7/15/2018 6:23,Canada,Québec,Montréal,Positive
1018487792098111488,7/15/2018 6:29,India,,,Positive
1018488294600998912,7/15/2018 6:31,Norway,Oslo,Oslo,Positive
1018489448453951489,7/15/2018 6:36,Indonesia,Jakarta Raya,Jakarta,Positive
1018489583418462208,7/15/2018 6:36,Argentina,,,Positive
1018490678236631040,7/15/2018 6:41,France,,,Positive
1018491316013916160,7/15/2018 6:43,Malaysia,Selangor,Kuala Lumpur,Negative
1018492286861238274,7/15/2018 6:47,Spain,Madrid,Madrid,Positive
1018493402059558912,7/15/2018 6:52,United States,,,Positive
1018494750196822016,7/15/2018 6:57,Canada,Ontario,Toronto,Positive
1018497011211894784,7/15/2018 7:06,Philippines,National Capital Region,Manila,Positive
1018497054572761088,7/15/2018 7:06,Brazil,São Paulo,Jau,Positive
1018499124595961857,7/15/2018 7:14,United Kingdom,,,Positive
1018499206905057280,7/15/2018 7:15,Zimbabwe,Harare,Harare,Positive
1018500313932853248,7/15/2018 7:19,Argentina,Salta,Salta,Positive
1018500320651956225,7/15/2018 7:19,Indonesia,,,Positive
1018500380676763648,7/15/2018 7:19,South Africa,Gauteng,,Positive
1018500552299171842,7/15/2018 7:20,India,Delhi,Delhi,Positive
1018501440577433603,7/15/2018 7:24,India,Delhi,Delhi,Negative
1018501892379295746,7/15/2018 7:25,Kenya,Rift Valley,Nakuru,Positive
1018503130554748928,7/15/2018 7:30,United States,,,Positive
1018503147906461696,7/15/2018 7:30,Indonesia,,,Positive
1018503451603554304,7/15/2018 7:32,South Africa,,,Positive
1018503511334703104,7/15/2018 7:32,Brazil,,,Positive
1018504632098807815,7/15/2018 7:36,Malaysia,Johor,Johor Bahru,Positive
1018504695395037184,7/15/2018 7:36,Algeria,,,Positive
1018504863947190272,7/15/2018 7:37,Thailand,Central,Bangkok,Positive
1018505207976742912,7/15/2018 7:38,Ireland,Galway,Galway,Negative
1018505236346961920,7/15/2018 7:39,Brazil,Rio de Janeiro,,Positive
1018505250867642370,7/15/2018 7:39,United Kingdom,Greater London,London,Negative
1018505530203992064,7/15/2018 7:40,United States,,,Negative
1018505729165221890,7/15/2018 7:41,United States,Florida,,Positive
1018505732264783874,7/15/2018 7:41,France,Provence-Alpes-Côte-d'Azur,Toulon,Positive
1018505793409298433,7/15/2018 7:41,Nigeria,Federal Capital Territory,Abuja,Positive
1018505829253832704,7/15/2018 7:41,Brazil,Minas Gerais,Belo Horizonte,Negative
1018506117503115264,7/15/2018 7:42,Thailand,,,Positive
1018506201175166976,7/15/2018 7:42,Malaysia,Kuala Lumpur,Kuala Lumpur,Positive
1018506240786423813,7/15/2018 7:43,Azerbaijan,Absheron Economic Region,Baku,Positive
1018506525135048706,7/15/2018 7:44,Italy,Lombardia,Milan,Positive
1018506591933489153,7/15/2018 7:44,Brazil,Rio de Janeiro,Cabo Frio,Negative
1018506673248489474,7/15/2018 7:44,Spain,Islas Baleares,Palma,Positive
1018506886272839680,7/15/2018 7:45,Canada,Ontario,Toronto,Positive
1018507026891247616,7/15/2018 7:46,China,Shaanxi,Xian,Positive
1018507064304390145,7/15/2018 7:46,Italy,Campania,Naples,Positive
1018507083497574400,7/15/2018 7:46,Spain,Valenciana,Valencia,Positive
1018507163009015808,7/15/2018 7:46,Chile,Región Metropolitana de Santiago,Santiago,Positive
1018507193321172993,7/15/2018 7:46,United States,Illinois,,Positive
1018507395591483393,7/15/2018 7:47,United Kingdom,,,Positive
1018507553129615360,7/15/2018 7:48,Spain,Canary Is.,Las Palmas,Negative
1018507612978143233,7/15/2018 7:48,Spain,,,Positive
1018507635316883456,7/15/2018 7:48,Peru,Lima Province,Lima,Positive
1018507702820130816,7/15/2018 7:48,Cameroon,Littoral,Douala,Positive
1018507955929583616,7/15/2018 7:49,Colombia,Atlántico,Barranquilla,Positive
1018508048351055873,7/15/2018 7:50,Brazil,Paraná,Curitiba,Positive
1018508134611070976,7/15/2018 7:50,Nigeria,Lagos,Lagos,Positive
1018508212058894337,7/15/2018 7:50,Brazil,Espírito Santo,Vitiria,Positive
1018508459564773376,7/15/2018 7:51,Italy,Sicily,Catania,Positive
1018508691514056704,7/15/2018 7:52,Brazil,Pará,Belem,Positive
1018508824372744193,7/15/2018 7:53,United Arab Emirates,Sharjah,Dubai,Positive
1018508863711084545,7/15/2018 7:53,Saudi Arabia,Makkah,Jeddah,Positive
1018508982670020608,7/15/2018 7:53,Nicaragua,Managua,Managua,Positive
1018509000407646208,7/15/2018 7:54,France,Nord-Pas-de-Calais,Arras,Positive
1018509050168905729,7/15/2018 7:54,Kenya,Nairobi,Nairobi,Positive
1018509082569904128,7/15/2018 7:54,Kenya,Nairobi,Nairobi,Positive
1018509100324450304,7/15/2018 7:54,Brazil,São Paulo,Sao Paulo,Positive
1018509236081328128,7/15/2018 7:54,Mexico,Nuevo León,Monterrey,Negative
1018509270311165952,7/15/2018 7:55,United Kingdom,,,Positive
1018509361025409027,7/15/2018 7:55,United Kingdom,Greater London,London,Positive
1018509732355682304,7/15/2018 7:56,Ecuador,,,Positive
1018509808826281985,7/15/2018 7:57,Egypt,Al Jizah,Cairo,Positive
1018509988640288769,7/15/2018 7:57,Costa Rica,,,Negative
1018510086522712064,7/15/2018 7:58,Brazil,,,Positive
1018510122979676160,7/15/2018 7:58,India,Delhi,Delhi,Positive
1018510134610485249,7/15/2018 7:58,Brazil,Rio de Janeiro,,Positive
1018510278454120448,7/15/2018 7:59,Brazil,Rio de Janeiro,,Positive
1018510303598956544,7/15/2018 7:59,United States,New York,New York,Positive
1018510354576535552,7/15/2018 7:59,Ireland,Dublin,Dublin,Positive
1018510516338257920,7/15/2018 8:00,Switzerland,,,Positive
1018510558453207052,7/15/2018 8:00,Brazil,Mato Grosso do Sul,Campo Grande,Positive
1018510683242102787,7/15/2018 8:00,Spain,Andalucía,Almeria,Positive
1018510682587828224,7/15/2018 8:00,United Kingdom,South Western,Glasgow,Positive
1018510697523707904,7/15/2018 8:00,United Kingdom,North West,Manchester,Positive
1018510722995810305,7/15/2018 8:00,United Kingdom,South Western,Ayr,Positive
1018510771783905281,7/15/2018 8:01,Pakistan,,,Positive
1018510890218475520,7/15/2018 8:01,Iraq,Arbil,Irbil,Positive
1018511046661869568,7/15/2018 8:02,Brazil,Alagoas,Maceio,Positive
1018511073660547072,7/15/2018 8:02,Jordan,,,Positive
1018511187087183873,7/15/2018 8:02,Paraguay,,,Positive
1018511510853816320,7/15/2018 8:04,Costa Rica,,,Negative
1018511522706882562,7/15/2018 8:04,Brazil,Rio de Janeiro,,Positive
1018511713262501890,7/15/2018 8:04,Brazil,Rio de Janeiro,,Negative
1018511726264938497,7/15/2018 8:04,Brazil,São Paulo,Sao Paulo,Positive
1018511775610888194,7/15/2018 8:05,South Africa,,,Positive
1018511779456958469,7/15/2018 8:05,India,Kerala,,Positive
1018511827054006272,7/15/2018 8:05,Trinidad and Tobago,Port of Spain,Port-of-Spain,Positive
1018511839632633856,7/15/2018 8:05,United Kingdom,Greater London,London,Positive
1018511916812132352,7/15/2018 8:05,Ireland,Dublin,Dublin,Positive
1018511997221163008,7/15/2018 8:05,United Kingdom,South East,,Positive
1018512001729871873,7/15/2018 8:05,Japan,Tokyo,Tokyo,Positive
1018512220626587649,7/15/2018 8:06,Brazil,São Paulo,Sao Paulo,Negative
1018512873948106752,7/15/2018 8:09,Nigeria,,,Positive
1018512921788329985,7/15/2018 8:09,Ireland,Kildare,,Positive
1018513416871464960,7/15/2018 8:11,United Kingdom,Yorkshire and the Humber,,Positive
1018513489164455938,7/15/2018 8:11,Burundi,,,Positive
1018514001435791360,7/15/2018 8:13,Venezuela,Distrito Capital,Caracas,Positive
1018514222291054592,7/15/2018 8:14,Brazil,São Paulo,Sao Paulo,Positive
1018514445524504576,7/15/2018 8:15,Brazil,São Paulo,Sao Paulo,Positive
1018514554727346177,7/15/2018 8:16,South Africa,Gauteng,Johannesburg,Positive
1018514632724697089,7/15/2018 8:16,Uganda,Central,Kampala,Positive
1018514771153424384,7/15/2018 8:16,Brazil,Rio de Janeiro,,Positive
1018514831836475393,7/15/2018 8:17,India,Maharashtra,Mumbai,Positive
1018515048459833345,7/15/2018 8:18,Germany,,,Positive
1018515191657566210,7/15/2018 8:18,Spain,,,Positive
1018515204290875392,7/15/2018 8:18,Ireland,Dublin,Dublin,Positive
1018515249060868098,7/15/2018 8:18,United Kingdom,East Wales,Swansea,Positive
1018515263787028480,7/15/2018 8:18,Nigeria,,,Positive
1018515333861306370,7/15/2018 8:19,Spain,Andalucía,Malaga,Negative
1018515415910244352,7/15/2018 8:19,Brazil,Ceará,Fortaleza,Positive
1018515428618928128,7/15/2018 8:19,Italy,Lombardia,Milan,Positive
1018515453054865408,7/15/2018 8:19,Canada,Ontario,Toronto,Positive
1018515500270342144,7/15/2018 8:19,France,Rhône-Alpes,Lyon,Positive
1018515634882334720,7/15/2018 8:20,United Kingdom,Greater London,London,Positive
1018515802683830272,7/15/2018 8:21,Brazil,,,Negative
1018515849240596481,7/15/2018 8:21,Brazil,Rio de Janeiro,Rio de Janeiro,Negative
1018515859667652608,7/15/2018 8:21,Nigeria,Lagos,Lagos,Positive
1018515876197195776,7/15/2018 8:21,Russia,,,Positive
1018515921252515841,7/15/2018 8:21,Ecuador,Guayas,Milagro,Positive
1018515969872924672,7/15/2018 8:21,United States,Connecticut,,Positive
1018516029411135488,7/15/2018 8:21,Egypt,Ad Daqahliyah,El Mansura,Negative
1018516120343588865,7/15/2018 8:22,Spain,Cataluña,Barcelona,Negative
1018516269786652672,7/15/2018 8:22,France,Provence-Alpes-Côte-d'Azur,,Positive
1018516307749363712,7/15/2018 8:23,Dominican Rep.,Distrito Nacional,Santo Domingo,Positive
1018516778912223232,7/15/2018 8:24,Brazil,São Paulo,,Positive
1018516896352755712,7/15/2018 8:25,Brazil,São Paulo,Sao Paulo,Positive
1018516936827785217,7/15/2018 8:25,United States,Kentucky,Lexington,Positive
1018517099474509826,7/15/2018 8:26,United Kingdom,South East,Portsmouth,Positive
1018517331062882304,7/15/2018 8:27,United States,,,Positive
1018517453406703621,7/15/2018 8:27,Pakistan,,,Negative
1018517593215459328,7/15/2018 8:28,France,Languedoc-Roussillon,Perpignan,Positive
1018517736199106560,7/15/2018 8:28,Philippines,National Capital Region,Manila,Positive
1018517756659093504,7/15/2018 8:28,Canada,Ontario,Hamilton,Positive
1018517842898096128,7/15/2018 8:29,United Kingdom,,,Negative
1018517879325589507,7/15/2018 8:29,Colombia,Antioquia,Medellin,Positive
1018517898841686016,7/15/2018 8:29,Brazil,São Paulo,Sao Paulo,Negative
1018517903270805505,7/15/2018 8:29,India,Delhi,Delhi,Positive
1018517909826613249,7/15/2018 8:29,Ecuador,Guayas,Guayaquil,Positive
1018517914125774848,7/15/2018 8:29,United Kingdom,Highlands and Islands,Inverness,Positive
1018517935726452736,7/15/2018 8:29,United States,,,Positive
1018517935353225216,7/15/2018 8:29,United States,Arizona,Phoenix,Positive
1018517961831829505,7/15/2018 8:29,Ghana,Greater Accra,Accra,Positive
1018518021621641221,7/15/2018 8:29,Italy,Lombardia,Milan,Positive
1018518023232110593,7/15/2018 8:29,Australia,,,Negative
1018518062146998272,7/15/2018 8:30,Nigeria,Lagos,Lagos,Positive
1018518185610539008,7/15/2018 8:30,Trinidad and Tobago,Port of Spain,Port-of-Spain,Positive
1018518218846195720,7/15/2018 8:30,Portugal,,,Positive
1018518241298272256,7/15/2018 8:30,Colombia,Bogota,Bogota,Positive
1018518240648024065,7/15/2018 8:30,Ireland,Dublin,Dublin,Positive
1018518246633418757,7/15/2018 8:30,Hungary,,,Positive
1018518317798182912,7/15/2018 8:31,South Africa,Gauteng,Pretoria,Positive
1018518325238919168,7/15/2018 8:31,Brazil,Sergipe,Aracaju,Negative
1018518333350727683,7/15/2018 8:31,Brazil,,,Positive
1018518351319109632,7/15/2018 8:31,Morocco,,,Positive
1018518374891053056,7/15/2018 8:31,Ireland,Dublin,Dublin,Positive
1018518377978122246,7/15/2018 8:31,United Kingdom,East Midlands,Nottingham,Positive
1018518414384664576,7/15/2018 8:31,Venezuela,,,Positive
1018518418037923840,7/15/2018 8:31,Portugal,,,Positive
1018518472677122049,7/15/2018 8:31,Brazil,,,Positive
1018518551014109184,7/15/2018 8:32,Serbia,Grad Beograd,Belgrade,Negative
1018518560849780737,7/15/2018 8:32,Brazil,,,Negative
1018518568311361543,7/15/2018 8:32,Nigeria,,,Positive
1018518637454417921,7/15/2018 8:32,India,Delhi,Delhi,Positive
1018518667045175297,7/15/2018 8:32,Indonesia,Jawa Tengah,Magelang,Positive
1018518694618595329,7/15/2018 8:32,Peru,Lima Province,Lima,Positive
1018518702835273731,7/15/2018 8:32,Kenya,Nairobi,Nairobi,Positive
1018518870573887490,7/15/2018 8:33,France,,,Positive
1018518953902166016,7/15/2018 8:33,Peru,Lima Province,Lima,Negative
1018518958037782529,7/15/2018 8:33,Kenya,Nairobi,Nairobi,Positive
1018518972126330888,7/15/2018 8:33,Pakistan,,,Positive
1018519169460002816,7/15/2018 8:34,India,Uttar Pradesh,,Negative
1018519237181128704,7/15/2018 8:34,Hong Kong S.A.R.,Kowloon City,Hong Kong,Negative
1018519239911669761,7/15/2018 8:34,Ireland,Dublin,Dublin,Positive
1018519343636860928,7/15/2018 8:35,Brazil,Pernambuco,Recife,Positive
1018519674181619712,7/15/2018 8:36,Chile,Región Metropolitana de Santiago,Santiago,Positive
1018519714149076992,7/15/2018 8:36,South Africa,Gauteng,Johannesburg,Positive
1018520083738578944,7/15/2018 8:38,Nigeria,Lagos,Lagos,Negative
1018520122288373760,7/15/2018 8:38,United Kingdom,East Wales,,Negative
1018520127346651136,7/15/2018 8:38,Canada,Ontario,,Positive
1018520134825267201,7/15/2018 8:38,Pakistan,,,Negative
1018520137555763200,7/15/2018 8:38,Spain,Madrid,Madrid,Positive
1018520159668097027,7/15/2018 8:38,United States,Georgia,Atlanta,Positive
1018520181906132995,7/15/2018 8:38,United States,California,San Francisco,Negative
1018520212189130753,7/15/2018 8:38,United States,,,Negative
1018520325804322816,7/15/2018 8:39,Canada,Ontario,Toronto,Negative
1018520348294250502,7/15/2018 8:39,United Kingdom,,,Negative
1018520350789947393,7/15/2018 8:39,Germany,Nordrhein-Westfalen,Dortmund,Negative
1018520388182118401,7/15/2018 8:39,Argentina,Ciudad de Buenos Aires,Buenos Aires,Negative
1018520411645140992,7/15/2018 8:39,Brazil,Rio de Janeiro,,Negative
1018520516368445442,7/15/2018 8:39,Sweden,Västra Götaland,,Negative
1018520583397625857,7/15/2018 8:40,Brazil,,,Positive
1018520586086174720,7/15/2018 8:40,Saudi Arabia,Makkah,Makkah,Positive
1018520641295745024,7/15/2018 8:40,Spain,,,Negative
1018520654264627203,7/15/2018 8:40,United States,Michigan,,Positive
1018520753677971456,7/15/2018 8:40,United Kingdom,North West,Liverpool,Negative
1018520991318802434,7/15/2018 8:41,Brazil,Rio de Janeiro,Nova Friburgo,Negative
1018521116732772353,7/15/2018 8:42,Saint Lucia,Castries,Castries,Negative
1018521213050740736,7/15/2018 8:42,United States,New York,New York,Positive
1018521513010565122,7/15/2018 8:43,Venezuela,,,Positive
1018521523794178048,7/15/2018 8:43,Peru,Lima Province,Lima,Positive
1018521617088032772,7/15/2018 8:44,Brazil,,,Positive
1018521750676500481,7/15/2018 8:44,Indonesia,,,Positive
1018521804288249856,7/15/2018 8:44,Colombia,Bogota,Bogota,Negative
1018522039735541760,7/15/2018 8:45,United Kingdom,Greater London,London,Negative
1018522130034708481,7/15/2018 8:46,United States,Maryland,,Negative
1018522192844345344,7/15/2018 8:46,Peru,Arequipa,Arequipa,Positive
1018522210150109184,7/15/2018 8:46,Argentina,Ciudad de Buenos Aires,Buenos Aires,Positive
1018522279154716673,7/15/2018 8:46,United Kingdom,East,Ipswich,Negative
1018522375346966528,7/15/2018 8:47,Italy,Lombardia,Milan,Positive
1018522535430934528,7/15/2018 8:47,Brazil,Minas Gerais,Belo Horizonte,Negative
1018522792952819713,7/15/2018 8:48,Kenya,Nairobi,Nairobi,Positive
1018522834484760576,7/15/2018 8:49,Ecuador,,,Positive
1018523039565111296,7/15/2018 8:49,India,Tamil Nadu,Chennai,Positive
1018523043927285760,7/15/2018 8:49,Indonesia,,,Negative
1018523093269204993,7/15/2018 8:50,Mexico,Chiapas,Tuxtla Gutierrez,Positive
1018523107987021825,7/15/2018 8:50,Peru,Lima Province,Lima,Positive
1018523107508666369,7/15/2018 8:50,India,Tamil Nadu,Coimbatore,Negative
1018523141763665920,7/15/2018 8:50,Japan,,,Positive
1018523175817183232,7/15/2018 8:50,Brazil,São Paulo,Assis,Positive
1018523310777397249,7/15/2018 8:50,United Kingdom,North West,Manchester,Negative
1018523328204730368,7/15/2018 8:50,Mexico,Distrito Federal,Mexico City,Positive
1018523334898839552,7/15/2018 8:51,Poland,Greater Poland,Poznan,Positive
1018523347242639361,7/15/2018 8:51,United States,Pennsylvania,,Negative
1018523389483454465,7/15/2018 8:51,United Arab Emirates,,,Positive
1018523464398004225,7/15/2018 8:51,United Kingdom,East Wales,Swansea,Positive
1018523472895627264,7/15/2018 8:51,Brazil,Paraná,,Positive
1018523567279837184,7/15/2018 8:51,India,Tamil Nadu,Coimbatore,Positive
1018523790349930499,7/15/2018 8:52,United States,Pennsylvania,Philadelphia,Negative
1018523810981646336,7/15/2018 8:52,India,,,Positive
1018523934231105536,7/15/2018 8:53,Canada,Ontario,Ottawa,Negative
1018524019182784514,7/15/2018 8:53,Brazil,Rio de Janeiro,,Positive
1018524045568905217,7/15/2018 8:53,Thailand,,,Positive
1018524090225786880,7/15/2018 8:54,France,Nord-Pas-de-Calais,,Positive
1018524103135854592,7/15/2018 8:54,Spain,,,Negative
1018524203182673920,7/15/2018 8:54,Brazil,Paraná,Maringa,Positive
1018524351065460737,7/15/2018 8:55,Brazil,Ceará,Sobral,Positive
1018524401485123588,7/15/2018 8:55,Turkey,Marmara Region,Istanbul,Negative
1018524674966392838,7/15/2018 8:56,Brazil,São Paulo,Sao Paulo,Negative
1018524723020423171,7/15/2018 8:56,Nepal,Bagmati,Kathmandu,Negative
1018524739323748352,7/15/2018 8:56,France,Rhône-Alpes,Grenoble,Positive
1018524749457022977,7/15/2018 8:56,Indonesia,,,Negative
1018524894194171905,7/15/2018 8:57,South Africa,Gauteng,Johannesburg,Positive
1018524918143733761,7/15/2018 8:57,United Kingdom,Greater London,London,Positive
1018525130547482624,7/15/2018 8:58,Venezuela,Lara,Barquisimeto,Positive
1018525200797716480,7/15/2018 8:58,Malaysia,Kuala Lumpur,Kuala Lumpur,Negative
1018525577685463040,7/15/2018 8:59,France,Île-de-France,Paris,Positive
1018525855461658624,7/15/2018 9:01,Italy,Sardegna,Cagliari,Negative
1018525965994090496,7/15/2018 9:01,Brazil,São Paulo,Sao Paulo,Positive
1018526072319762432,7/15/2018 9:01,Uruguay,Montevideo,Montevideo,Positive
1018526104045473792,7/15/2018 9:02,Brazil,,,Positive
1018526128624078848,7/15/2018 9:02,United States,,,Negative
1018526306437193728,7/15/2018 9:02,India,,,Positive
1018526365795176448,7/15/2018 9:03,Ireland,,,Negative
1018526922748424192,7/15/2018 9:05,India,,,Positive
1018527190936195072,7/15/2018 9:06,Brazil,Rio de Janeiro,Rio de Janeiro,Negative
1018527229456932865,7/15/2018 9:06,Brazil,,,Positive
1018527297895305217,7/15/2018 9:06,Nigeria,Federal Capital Territory,Abuja,Positive
1018527314852761600,7/15/2018 9:06,India,,,Negative
1018527313602867202,7/15/2018 9:06,Netherlands,,,Positive
1018527328526168064,7/15/2018 9:06,Canada,Ontario,Toronto,Positive
1018527373426188288,7/15/2018 9:07,United States,,,Positive
1018527469589221376,7/15/2018 9:07,Brazil,Goiás,Catalao,Negative
1018527509388939264,7/15/2018 9:07,Spain,Canary Is.,Santa Cruz de Tenerife,Negative
1018527639445704705,7/15/2018 9:08,France,Nord-Pas-de-Calais,Arras,Positive
1018527689643307008,7/15/2018 9:08,Brazil,São Paulo,Sao Paulo,Positive
1018527789702623233,7/15/2018 9:08,Zimbabwe,Harare,Harare,Positive
1018527823974273025,7/15/2018 9:08,United States,Texas,Houston,Positive
1018527918408908801,7/15/2018 9:09,Brazil,Ceará,Fortaleza,Negative
1018528008364150785,7/15/2018 9:09,Australia,New South Wales,Sydney,Positive
1018528028970795008,7/15/2018 9:09,Kenya,Nairobi,Nairobi,Positive
1018528161422761984,7/15/2018 9:10,United Kingdom,Greater London,London,Negative
1018528396115050496,7/15/2018 9:11,United Kingdom,Greater London,London,Positive
1018528401894731776,7/15/2018 9:11,Canada,Alberta,Calgary,Negative
1018528424904650753,7/15/2018 9:11,Vietnam,Đông Nam Bộ,Ho Chi Minh City,Positive
1018528669571211266,7/15/2018 9:12,Nicaragua,Managua,Managua,Positive
1018528782460731392,7/15/2018 9:12,Indonesia,Yogyakarta,Yogyakarta,Positive
1018528800005656576,7/15/2018 9:12,Peru,Lima Province,Lima,Positive
