GUID,Date (PST),Country,State/Region,City/Urban Area,Category
1018545326204960770,7/15/2018 10:18,Japan,Tokyo,Tokyo,Positive
1018545387467046913,7/15/2018 10:18,Peru,Lima Province,Lima,Negative
1018545436573855745,7/15/2018 10:18,Indonesia,Jawa Timur,Probolinggo,Positive
1018545440701046784,7/15/2018 10:18,Korea,,,Positive
1018545446422220801,7/15/2018 10:18,India,Maharashtra,Mumbai,Positive
1018545530069274624,7/15/2018 10:19,Nigeria,Lagos,Lagos,Positive
1018545566668730369,7/15/2018 10:19,Peru,Lima Province,Lima,Positive
1018545571827773440,7/15/2018 10:19,Venezuela,Distrito Capital,Caracas,Negative
1018545642589700096,7/15/2018 10:19,India,,,Positive
1018545656074571777,7/15/2018 10:19,Nigeria,Lagos,Lagos,Positive
1018545732427579392,7/15/2018 10:20,Chile,Región Metropolitana de Santiago,Santiago,Positive
1018545738652045314,7/15/2018 10:20,Kenya,Nairobi,Nairobi,Positive
1018545953031311361,7/15/2018 10:20,Nigeria,Lagos,Lagos,Positive
1018546080164614144,7/15/2018 10:21,Indonesia,Jawa Timur,,Positive
1018546083394285568,7/15/2018 10:21,India,,,Positive
1018546127354941440,7/15/2018 10:21,Peru,Lima Province,Lima,Negative
1018546160011792386,7/15/2018 10:21,United States,,,Positive
1018546173177683969,7/15/2018 10:21,Brazil,Rio de Janeiro,,Positive
1018546307000963074,7/15/2018 10:22,Indonesia,,,Positive
1018546319952973824,7/15/2018 10:22,Peru,Lima Province,Lima,Negative
1018546328651960320,7/15/2018 10:22,United Kingdom,,,Positive
1018546333957918720,7/15/2018 10:22,Venezuela,Distrito Capital,Caracas,Positive
1018546339402080256,7/15/2018 10:22,Philippines,National Capital Region,Manila,Positive
1018546343411888128,7/15/2018 10:22,Greece,Attiki,Athens,Positive
1018546543526174721,7/15/2018 10:23,Chile,Región Metropolitana de Santiago,Santiago,Negative
1018546548291129345,7/15/2018 10:23,United Kingdom,,,Positive
1018546603215314945,7/15/2018 10:23,Trinidad and Tobago,Port of Spain,Port-of-Spain,Positive
1018546637629743104,7/15/2018 10:23,South Africa,Gauteng,Pretoria,Positive
1018546649004740611,7/15/2018 10:23,Spain,Madrid,Madrid,Positive
1018546675143413761,7/15/2018 10:23,Germany,Berlin,Berlin,Positive
1018546704033943554,7/15/2018 10:23,Mexico,San Luis Potosí,San Luis Potosi,Negative
1018546733389733889,7/15/2018 10:23,Brazil,,,Positive
1018546747432423426,7/15/2018 10:24,Brazil,São Paulo,Sao Paulo,Positive
1018546747960803329,7/15/2018 10:24,Brazil,Ceará,Fortaleza,Positive
1018546822510411776,7/15/2018 10:24,South Africa,,,Positive
1018546860422643712,7/15/2018 10:24,Indonesia,Jakarta Raya,Jakarta,Positive
1018546973677256704,7/15/2018 10:24,United States,California,Fresno,Positive
1018546983060037632,7/15/2018 10:24,Brazil,São Paulo,Sao Paulo,Positive
1018546986210021376,7/15/2018 10:24,Korea,,,Negative
1018547059056697344,7/15/2018 10:25,Brazil,Rio de Janeiro,,Positive
1018547174408368130,7/15/2018 10:25,India,,,Positive
1018547277139329025,7/15/2018 10:26,Indonesia,Jakarta Raya,Jakarta,Positive
1018547349931487233,7/15/2018 10:26,India,,,Positive
1018547356415950848,7/15/2018 10:26,United States,Michigan,,Positive
1018547377450471424,7/15/2018 10:26,United Kingdom,Greater London,London,Positive
1018547377781837825,7/15/2018 10:26,Ghana,,,Positive
1018547397188816899,7/15/2018 10:26,United States,Maryland,,Positive
1018547412539977728,7/15/2018 10:26,Mexico,Jalisco,Guadalajara,Positive
1018547438087495681,7/15/2018 10:26,United States,Illinois,Chicago,Positive
1018547546841669637,7/15/2018 10:27,Mexico,Distrito Federal,Mexico City,Positive
1018547625929261056,7/15/2018 10:27,India,Delhi,Delhi,Positive
1018547793596682240,7/15/2018 10:28,Dominican Rep.,Distrito Nacional,Santo Domingo,Positive
1018547805709918208,7/15/2018 10:28,Mexico,Distrito Federal,Mexico City,Negative
1018547843362054144,7/15/2018 10:28,United Kingdom,East Midlands,,Positive
1018547905244868609,7/15/2018 10:28,Uruguay,Montevideo,Montevideo,Negative
1018547949167448064,7/15/2018 10:28,Indonesia,Bali,Denpasar,Positive
1018547997657960448,7/15/2018 10:29,United States,Michigan,Detroit,Positive
1018548004909797376,7/15/2018 10:29,Mexico,Distrito Federal,Mexico City,Negative
1018548028997816320,7/15/2018 10:29,Kenya,Nairobi,Nairobi,Positive
1018548099772399616,7/15/2018 10:29,Argentina,Ciudad de Buenos Aires,Buenos Aires,Positive
1018548135004553217,7/15/2018 10:29,Rwanda,Kigali City,Kigali,Positive
1018548181620150272,7/15/2018 10:29,Brazil,,,Positive
1018548321860964352,7/15/2018 10:30,Kenya,Nairobi,Nairobi,Positive
1018548329230282752,7/15/2018 10:30,Germany,,,Positive
1018548337329532928,7/15/2018 10:30,Turkey,Mediterranean Region,Antalya,Positive
1018548339951001601,7/15/2018 10:30,United States,New York,New York,Positive
1018548344400957441,7/15/2018 10:30,Saudi Arabia,Ar Riyad,Riyadh,Positive
1018548357822926849,7/15/2018 10:30,South Africa,,,Positive
1018548358183436293,7/15/2018 10:30,India,,,Positive
1018548436726177794,7/15/2018 10:30,Croatia,Grad Zagreb,Zagreb,Positive
1018548442296020992,7/15/2018 10:30,Canada,Ontario,Toronto,Positive
1018548452031107072,7/15/2018 10:30,Egypt,Al Qahirah,Cairo,Negative
1018548459111174146,7/15/2018 10:30,Denmark,,,Positive
1018548513792319488,7/15/2018 10:31,Nepal,,,Positive
1018548648047607808,7/15/2018 10:31,India,Karnataka,Bangalore,Negative
1018548868684963841,7/15/2018 10:32,Ghana,,,Positive
1018549002214756352,7/15/2018 10:33,Brazil,Rio Grande do Sul,Santa Maria,Positive
1018549069118132224,7/15/2018 10:33,Russia,Central,Moscow,Positive
1018549131000930304,7/15/2018 10:33,South Africa,,,Positive
1018549214467457024,7/15/2018 10:33,Nigeria,,,Positive
1018549225041195008,7/15/2018 10:33,United States,California,Los Angeles,Positive
1018549241336270849,7/15/2018 10:33,India,Chandigarh,Chandigarh,Positive
1018549322328125440,7/15/2018 10:34,Philippines,National Capital Region,Manila,Positive
1018549368285204482,7/15/2018 10:34,Namibia,Khomas,Windhoek,Positive
1018549423633289216,7/15/2018 10:34,Puerto Rico,Puerto Rico,Mayaguez,Positive
1018549423964499968,7/15/2018 10:34,Japan,Hyōgo,,Positive
1018549514364473344,7/15/2018 10:35,Nigeria,,,Negative
1018549562368196609,7/15/2018 10:35,Colombia,Bogota,Bogota,Negative
1018549872293810178,7/15/2018 10:36,Venezuela,Distrito Capital,Caracas,Positive
1018550043450707968,7/15/2018 10:37,Peru,Lima Province,Lima,Negative
1018550077218942978,7/15/2018 10:37,India,Tamil Nadu,,Positive
1018550121338949633,7/15/2018 10:37,United Kingdom,East,Luton,Positive
1018550145028411392,7/15/2018 10:37,South Africa,Western Cape,Cape Town,Positive
1018550197507579904,7/15/2018 10:37,India,Maharashtra,Pune,Positive
1018550205799526401,7/15/2018 10:37,Peru,Lima Province,Lima,Negative
1018550227756711936,7/15/2018 10:37,Indonesia,Jawa Timur,Surabaya,Positive
1018550243128987648,7/15/2018 10:37,Honduras,,,Positive
1018550243221168128,7/15/2018 10:37,Kenya,,,Positive
1018550319087849472,7/15/2018 10:38,United Kingdom,Greater London,London,Positive
1018550388377542656,7/15/2018 10:38,India,Jharkhand,,Positive
1018550439003017216,7/15/2018 10:38,Mexico,Distrito Federal,Mexico City,Negative
1018550593714089984,7/15/2018 10:39,Canada,British Columbia,Port Hardy,Positive
1018550637208981505,7/15/2018 10:39,Mexico,Tabasco,Paraiso,Positive
1018550702950535168,7/15/2018 10:39,Mexico,Guerrero,Acapulco,Positive
1018550721698881536,7/15/2018 10:39,India,,,Positive
1018550735670267904,7/15/2018 10:39,Chile,Región Metropolitana de Santiago,Santiago,Negative
1018550784428871681,7/15/2018 10:40,France,Île-de-France,Paris,Positive
1018550867098648576,7/15/2018 10:40,Indonesia,Jawa Timur,Malang,Positive
1018550880369602560,7/15/2018 10:40,Argentina,Ciudad de Buenos Aires,Buenos Aires,Positive
1018550984010657797,7/15/2018 10:40,India,Delhi,Delhi,Positive
1018551114550001664,7/15/2018 10:41,Malaysia,,,Positive
1018551226084888576,7/15/2018 10:41,Japan,Tokyo,Tokyo,Positive
1018551228974985216,7/15/2018 10:41,United States,Texas,Houston,Positive
1018551257915461632,7/15/2018 10:41,Chile,Región Metropolitana de Santiago,Santiago,Negative
1018551302165495809,7/15/2018 10:42,India,Delhi,Delhi,Positive
1018551315964841985,7/15/2018 10:42,Chile,Región Metropolitana de Santiago,Santiago,Negative
1018551389184765953,7/15/2018 10:42,Mexico,,,Negative
1018551396080193537,7/15/2018 10:42,Mexico,Distrito Federal,Mexico City,Negative
1018551500224819200,7/15/2018 10:42,United States,Wyoming,,Positive
1018551589181616128,7/15/2018 10:43,Mozambique,Maputo,Maputo,Positive
1018551603987562496,7/15/2018 10:43,Philippines,National Capital Region,Manila,Positive
1018551658110783488,7/15/2018 10:43,Thailand,Central,Bangkok,Positive
1018551710787211265,7/15/2018 10:43,Mexico,Distrito Federal,Mexico City,Negative
1018551717909221377,7/15/2018 10:43,Ecuador,Guayas,Guayaquil,Negative
1018551756131688448,7/15/2018 10:43,Indonesia,Sumatera Selatan,Palembang,Positive
1018551777568919552,7/15/2018 10:44,Poland,,,Positive
1018551872016338946,7/15/2018 10:44,Brazil,Rio Grande do Sul,Porto Alegre,Positive
1018552114392363008,7/15/2018 10:45,United Kingdom,West Midlands,Birmingham,Positive
1018552229719134210,7/15/2018 10:45,South Africa,,,Positive
1018552312682278912,7/15/2018 10:46,Thailand,,,Positive
1018552385075998720,7/15/2018 10:46,Brazil,,,Positive
1018552520593952768,7/15/2018 10:46,India,Gujarat,Porbandar,Positive
1018552573371080705,7/15/2018 10:47,United States,District of Columbia,"Washington, D.C.",Positive
1018552570212749313,7/15/2018 10:47,United Kingdom,Yorkshire and the Humber,Leeds,Negative
1018552675426881536,7/15/2018 10:47,Venezuela,,,Negative
1018552681701486593,7/15/2018 10:47,Italy,Sicily,Messina,Positive
1018552850417373184,7/15/2018 10:48,United States,,,Positive
1018552919400955904,7/15/2018 10:48,Spain,Andalucía,Granada,Positive
1018553199068733442,7/15/2018 10:49,India,Delhi,Delhi,Positive
1018553213019131904,7/15/2018 10:49,United Kingdom,,,Positive
1018553374281617410,7/15/2018 10:50,Canada,Alberta,,Positive
1018553406837874688,7/15/2018 10:50,Nigeria,Lagos,Lagos,Positive
1018553478577303553,7/15/2018 10:50,Nigeria,Lagos,Lagos,Positive
1018553645443502081,7/15/2018 10:51,Brazil,Rio de Janeiro,,Positive
1018553697192890371,7/15/2018 10:51,Chile,Región Metropolitana de Santiago,Santiago,Negative
1018553729824391168,7/15/2018 10:51,Bolivia,Santa Cruz,Santa Cruz,Positive
1018553749483106305,7/15/2018 10:51,India,Maharashtra,Nagpur,Positive
1018553791954804737,7/15/2018 10:52,United States,Florida,Naples,Positive
1018553801014435840,7/15/2018 10:52,Spain,Andalucía,Seville,Negative
1018553801089875971,7/15/2018 10:52,South Africa,Western Cape,Cape Town,Positive
1018553833381740544,7/15/2018 10:52,India,Maharashtra,Pune,Positive
1018553843175575554,7/15/2018 10:52,India,Delhi,Delhi,Positive
1018554004249423872,7/15/2018 10:52,Ghana,Greater Accra,Accra,Positive
1018554026428776449,7/15/2018 10:52,India,Karnataka,Bangalore,Positive
1018554042451222528,7/15/2018 10:53,Argentina,Ciudad de Buenos Aires,Buenos Aires,Negative
1018554055671590912,7/15/2018 10:53,France,Rhône-Alpes,Lyon,Positive
1018554058607644678,7/15/2018 10:53,South Africa,Gauteng,Johannesburg,Positive
1018554082372382720,7/15/2018 10:53,India,Andhra Pradesh,Hyderabad,Positive
1018554172097093632,7/15/2018 10:53,Ecuador,Guayas,Guayaquil,Negative
1018554190598057984,7/15/2018 10:53,United Kingdom,East,Luton,Positive
1018554450632298496,7/15/2018 10:54,Morocco,Grand Casablanca,Casablanca,Positive
1018554498002796545,7/15/2018 10:54,Indonesia,Jakarta Raya,Jakarta,Positive
1018554648217522176,7/15/2018 10:55,United States,,,Positive
1018554853285490688,7/15/2018 10:56,Malaysia,Kuala Lumpur,Kuala Lumpur,Positive
1018554955396014080,7/15/2018 10:56,Nigeria,Lagos,Lagos,Positive
1018555031472263169,7/15/2018 10:56,Chile,,,Positive
1018555036564119552,7/15/2018 10:56,Kenya,Rift Valley,,Positive
1018555224427040769,7/15/2018 10:57,United States,Colorado,,Negative
1018555502333063168,7/15/2018 10:58,United States,,,Positive
1018555581840257025,7/15/2018 10:59,United Kingdom,,,Positive
1018555592057683968,7/15/2018 10:59,France,Île-de-France,Paris,Positive
1018555732961185792,7/15/2018 10:59,United Kingdom,South East,Brighton,Positive
1018555735976923136,7/15/2018 10:59,United Kingdom,Greater London,London,Positive
1018555908262060032,7/15/2018 11:00,United States,,,Positive
1018556160570462211,7/15/2018 11:01,Chile,Región Metropolitana de Santiago,Santiago,Positive
1018556183240638465,7/15/2018 11:01,Italy,Lazio,Rome,Positive
1018556211086667778,7/15/2018 11:01,Chile,Antofagasta,Antofagasta,Positive
1018556274688946177,7/15/2018 11:01,Japan,Tokyo,Tokyo,Positive
1018556326736158720,7/15/2018 11:02,Croatia,Grad Zagreb,Zagreb,Positive
1018556467555782656,7/15/2018 11:02,Brazil,,,Negative
1018556514091483136,7/15/2018 11:02,United States,California,,Positive
1018556754408374272,7/15/2018 11:03,Iraq,,,Positive
1018556899136921602,7/15/2018 11:04,Thailand,Central,Bangkok,Positive
1018557217891586048,7/15/2018 11:05,Peru,Lima Province,Lima,Negative
1018557266067427328,7/15/2018 11:05,Spain,,,Negative
1018557516437848064,7/15/2018 11:06,Brazil,,,Positive
1018557546460663808,7/15/2018 11:06,India,Maharashtra,Pune,Positive
1018557631231754241,7/15/2018 11:07,India,Uttar Pradesh,Kanpur,Positive
1018557744029155328,7/15/2018 11:07,Ecuador,Manabi,Portoviejo,Negative
1018557749721001986,7/15/2018 11:07,Germany,,,Positive
1018557814023729153,7/15/2018 11:08,Indonesia,Jakarta Raya,Jakarta,Positive
1018558000842211328,7/15/2018 11:08,Indonesia,,,Positive
1018558369181978625,7/15/2018 11:10,Chile,Región Metropolitana de Santiago,Santiago,Positive
1018558420935434240,7/15/2018 11:10,Pakistan,,,Positive
1018558578733539330,7/15/2018 11:11,Colombia,Norte de Santander,Cucuta,Positive
1018558647675203584,7/15/2018 11:11,India,Rajasthan,Udaipur,Positive
1018559273389838337,7/15/2018 11:13,Sri Lanka,Puttalama,Puttalan,Positive
1018559386090917892,7/15/2018 11:14,Bolivia,,,Negative
1018559398266851328,7/15/2018 11:14,Qatar,Ad Dawhah,Doha,Positive
1018559504953192448,7/15/2018 11:14,Brazil,São Paulo,Sao Paulo,Positive
1018559525803053056,7/15/2018 11:14,Nigeria,,,Positive
1018559618371371008,7/15/2018 11:15,India,Tamil Nadu,Tirunelveli,Positive
1018559657533739008,7/15/2018 11:15,Colombia,Antioquia,Medellin,Positive
1018559826299891713,7/15/2018 11:16,Kenya,,,Positive
1018559877742915584,7/15/2018 11:16,Malaysia,,,Positive
1018560072073601025,7/15/2018 11:16,Brazil,Pará,Belem,Positive
1018560725655138305,7/15/2018 11:19,Egypt,Al Qahirah,Cairo,Positive
1018560768327999488,7/15/2018 11:19,South Africa,Gauteng,Johannesburg,Positive
1018560895935492104,7/15/2018 11:20,United States,Florida,Tampa,Positive
1018561019604602881,7/15/2018 11:20,South Africa,,,Positive
1018561074759634944,7/15/2018 11:20,South Africa,,,Positive
1018561402905268225,7/15/2018 11:22,India,,,Positive
1018561465102585856,7/15/2018 11:22,Russia,,,Positive
1018561577346363397,7/15/2018 11:22,Turkey,Marmara Region,Istanbul,Negative
1018561615711621120,7/15/2018 11:23,United Kingdom,South East,,Positive
1018561637702340609,7/15/2018 11:23,Mexico,Distrito Federal,Mexico City,Positive
1018561770175246336,7/15/2018 11:23,India,,,Positive
1018561800143556609,7/15/2018 11:23,United Kingdom,,,Positive
1018561838357852160,7/15/2018 11:24,Indonesia,Jawa Timur,Malang,Positive
1018561882108649472,7/15/2018 11:24,United States,,,Positive
1018561960395395072,7/15/2018 11:24,India,,,Positive
1018562118893924352,7/15/2018 11:25,Brazil,,,Positive
1018562136098910208,7/15/2018 11:25,Chile,Región Metropolitana de Santiago,Santiago,Negative
1018562282165555206,7/15/2018 11:25,Kenya,Nairobi,Nairobi,Positive
1018562629097414657,7/15/2018 11:27,South Africa,Gauteng,Johannesburg,Positive
1018562737939537920,7/15/2018 11:27,United States,California,,Positive
1018563428900892672,7/15/2018 11:30,Spain,,,Positive
1018563516259684352,7/15/2018 11:30,India,Jammu and Kashmir,Jammu,Positive
1018563602335371265,7/15/2018 11:31,Guatemala,Guatemala,Guatemala,Negative
1018564277215490048,7/15/2018 11:33,United States,Wyoming,,Positive
1018564360103518213,7/15/2018 11:34,South Africa,,,Positive
1018564473177554944,7/15/2018 11:34,India,Uttar Pradesh,Lucknow,Positive
1018564728958935040,7/15/2018 11:35,France,Île-de-France,Paris,Positive
1018564772961243136,7/15/2018 11:35,Mexico,Sinaloa,,Positive
1018564785775013890,7/15/2018 11:35,Kenya,Nairobi,Nairobi,Positive
1018565031192080384,7/15/2018 11:36,Korea,Seoul,Seoul,Positive
1018565306539761664,7/15/2018 11:37,Bangladesh,Dhaka,Dhaka,Positive
1018566258567106560,7/15/2018 11:41,India,,,Positive
1018566325373988864,7/15/2018 11:41,South Africa,Gauteng,Johannesburg,Positive
1018566629486202880,7/15/2018 11:43,United Kingdom,South East,Brighton,Positive
1018566777176018944,7/15/2018 11:43,United States,,,Positive
1018567139215589376,7/15/2018 11:45,Indonesia,,,Positive
1018567230462812161,7/15/2018 11:45,Portugal,Porto,Porto,Positive
1018567665173004289,7/15/2018 11:47,Kenya,Nairobi,Nairobi,Positive
1018567733447987200,7/15/2018 11:47,India,Andhra Pradesh,Hyderabad,Positive
1018567793959055360,7/15/2018 11:47,Sri Lanka,Kŏḷamba,Colombo,Positive
1018567906974523399,7/15/2018 11:48,Australia,New South Wales,Sydney,Positive
1018568234155380736,7/15/2018 11:49,United States,California,,Positive
1018568257337425922,7/15/2018 11:49,United States,New York,New York,Positive
1018568376699047937,7/15/2018 11:49,Brazil,São Paulo,Sao Paulo,Positive
1018568438531444736,7/15/2018 11:50,Canada,Ontario,Ottawa,Positive
1018568499134791680,7/15/2018 11:50,France,Île-de-France,Paris,Positive
1018568676046405632,7/15/2018 11:51,Spain,Castilla-La Mancha,,Positive
1018569791878123520,7/15/2018 11:55,France,,,Positive
1018570062989615104,7/15/2018 11:56,United States,Texas,,Positive
1018570112343969792,7/15/2018 11:56,Germany,Bayern,Nornberg,Positive
1018570426061086720,7/15/2018 11:58,United Kingdom,Greater London,London,Positive
1018570577970454534,7/15/2018 11:58,United States,New Jersey,New York,Positive
1018570706727112705,7/15/2018 11:59,France,Île-de-France,Paris,Positive
1018570895902855168,7/15/2018 12:00,United States,Texas,Houston,Positive
1018571086525542400,7/15/2018 12:00,France,Île-de-France,,Positive
1018571495075807233,7/15/2018 12:02,France,Provence-Alpes-Côte-d'Azur,Nice,Negative
1018571528936583174,7/15/2018 12:02,Turkey,Central Anatolian Region,Ankara,Negative
1018571560901316608,7/15/2018 12:02,Tanzania,Dar-Es-Salaam,Dar es Salaam,Negative
1018571885838262272,7/15/2018 12:03,Nigeria,,,Positive
1018573281010462720,7/15/2018 12:09,India,Kerala,Kochi,Positive
1018573546463768576,7/15/2018 12:10,India,Rajasthan,Jaipur,Positive
1018573550582685697,7/15/2018 12:10,South Africa,KwaZulu-Natal,Pietermaritzburg,Positive
1018573800856682496,7/15/2018 12:11,United States,,,Positive
1018573968784199680,7/15/2018 12:12,Bolivia,Santa Cruz,Santa Cruz,Positive
1018574194819391490,7/15/2018 12:13,France,,,Positive
1018574314294202369,7/15/2018 12:13,Kenya,Coast,Mombasa,Positive
1018574368102895616,7/15/2018 12:13,India,Delhi,Delhi,Positive
1018574418388365312,7/15/2018 12:14,South Africa,Gauteng,Pretoria,Positive
1018574623531851778,7/15/2018 12:14,France,,,Positive
1018574627386417153,7/15/2018 12:14,Pakistan,Punjab,Rawalpindi,Positive
1018574717471428608,7/15/2018 12:15,Indonesia,Banten,Serang,Positive
1018574754322812928,7/15/2018 12:15,South Africa,Gauteng,Johannesburg,Positive
1018574826867511296,7/15/2018 12:15,Portugal,,,Positive
1018575242430689280,7/15/2018 12:17,South Africa,Orange Free State,Bloemfontein,Positive
1018575761299726336,7/15/2018 12:19,Nigeria,Lagos,Lagos,Positive
1018575983757049856,7/15/2018 12:20,United States,Oregon,Portland,Positive
1018576477464375296,7/15/2018 12:22,Mexico,Distrito Federal,Mexico City,Positive
1018577225795424256,7/15/2018 12:25,Turkey,Central Anatolian Region,Ankara,Positive
1018578516999376896,7/15/2018 12:30,Qatar,Ad Dawhah,Doha,Positive
1018578641503031296,7/15/2018 12:30,Germany,,,Positive
1018578688001171456,7/15/2018 12:30,United States,California,Los Angeles,Negative
1018578854091395078,7/15/2018 12:31,South Africa,,,Positive
1018579103136583680,7/15/2018 12:32,South Africa,Gauteng,Pretoria,Positive
1018580046666182656,7/15/2018 12:36,Côte d'Ivoire,Lagunes,Abidjan,Positive
1018580159094558720,7/15/2018 12:36,South Africa,Gauteng,Pretoria,Positive
1018581691047317504,7/15/2018 12:42,Mexico,Distrito Federal,Mexico City,Positive
1018581788946550784,7/15/2018 12:43,Yemen,Amanat Al Asimah,Sanaa,Negative
1018582053317726208,7/15/2018 12:44,United Kingdom,North West,Manchester,Positive
1018582075434299392,7/15/2018 12:44,Kenya,Nairobi,Nairobi,Positive
1018582680231915520,7/15/2018 12:46,United Kingdom,Eastern,Edinburgh,Positive
1018582683339894785,7/15/2018 12:46,Spain,,,Positive
1018583163826851840,7/15/2018 12:48,Italy,Campania,Naples,Positive
1018583532875100160,7/15/2018 12:50,Canada,Ontario,Toronto,Positive
1018583637078335488,7/15/2018 12:50,Indonesia,Jawa Timur,Jember,Positive
1018584482058653696,7/15/2018 12:53,India,Delhi,Delhi,Positive
1018584502849941504,7/15/2018 12:54,Nigeria,Lagos,Lagos,Positive
1018584764893290496,7/15/2018 12:55,Uganda,Central,Kampala,Positive
1018584868639444992,7/15/2018 12:55,United States,,,Positive
1018584881390026752,7/15/2018 12:55,South Africa,KwaZulu-Natal,Durban,Positive
1018584882577133568,7/15/2018 12:55,France,Île-de-France,Paris,Positive
1018584926260809728,7/15/2018 12:55,United States,Wisconsin,,Positive
1018585757601198086,7/15/2018 12:59,Kenya,Eastern,Machakos,Positive
1018585953210953729,7/15/2018 12:59,Egypt,Bani Suwayf,Beni Suef,Positive
1018586001479004160,7/15/2018 13:00,Ireland,Cork,Cork,Positive
1018586231557513216,7/15/2018 13:00,United Kingdom,North West,Manchester,Positive
1018586593102188544,7/15/2018 13:02,Canada,Ontario,Toronto,Positive
1018586986247057408,7/15/2018 13:03,Pakistan,Sind,Karachi,Positive
1018587230309216257,7/15/2018 13:04,Indonesia,,,Positive
1018587563676880897,7/15/2018 13:06,Bahamas,,,Positive
1018587757118025728,7/15/2018 13:07,United States,,,Positive
1018587820183769088,7/15/2018 13:07,Colombia,Bogota,Bogota,Positive
1018587943810797568,7/15/2018 13:07,Brazil,,,Positive
1018588281460539392,7/15/2018 13:09,United States,,,Positive
1018588343372779520,7/15/2018 13:09,South Africa,,,Positive
1018588849763700737,7/15/2018 13:11,Nigeria,Edo,Benin City,Positive
1018588977216020480,7/15/2018 13:11,Nigeria,Lagos,Lagos,Positive
1018589113652580358,7/15/2018 13:12,Philippines,National Capital Region,Manila,Positive
1018589729107988480,7/15/2018 13:14,Uganda,Central,Kampala,Positive
1018589818878660608,7/15/2018 13:15,Kenya,Nairobi,Nairobi,Positive
1018590560863440896,7/15/2018 13:18,Indonesia,Bali,Denpasar,Positive
1018591740566163457,7/15/2018 13:22,France,,,Positive
1018592428926930945,7/15/2018 13:25,Turkey,Aegean Region,Izmir,Positive
1018592641779367938,7/15/2018 13:26,South Africa,Eastern Cape,East London,Positive
1018593628434976769,7/15/2018 13:30,Nigeria,Lagos,Lagos,Positive
1018593648005603333,7/15/2018 13:30,Kenya,Nairobi,Nairobi,Positive
1018593832219406336,7/15/2018 13:31,France,Île-de-France,Paris,Positive
1018594057474510852,7/15/2018 13:32,Brazil,,,Positive
1018594159333117953,7/15/2018 13:32,United Kingdom,East Midlands,Leicester,Positive
1018594165234561024,7/15/2018 13:32,United Kingdom,,,Positive
1018594558983266304,7/15/2018 13:34,France,Île-de-France,Paris,Positive
1018594980720463872,7/15/2018 13:35,Italy,,,Positive
1018597060466151427,7/15/2018 13:43,Germany,Hessen,,Positive
1018597340775636992,7/15/2018 13:45,Saudi Arabia,,,Positive
1018597426658021376,7/15/2018 13:45,United States,,,Positive
1018597855240572928,7/15/2018 13:47,Nigeria,Lagos,Lagos,Positive
1018598766952239104,7/15/2018 13:50,Colombia,Atlántico,Barranquilla,Positive
1018599565124165632,7/15/2018 13:53,Mexico,México,Zumpango,Negative
1018600684189573120,7/15/2018 13:58,Nigeria,,,Negative
1018600698144059392,7/15/2018 13:58,United Kingdom,East Midlands,Leicester,Positive
1018600733111934976,7/15/2018 13:58,United States,Texas,Dallas,Positive
1018600741894868998,7/15/2018 13:58,Ireland,,,Positive
1018600877186342912,7/15/2018 13:59,France,Île-de-France,Paris,Positive
1018600884555706368,7/15/2018 13:59,Ghana,Greater Accra,Accra,Positive
1018600940033716225,7/15/2018 13:59,South Africa,,,Positive
1018601600271740928,7/15/2018 14:02,France,Île-de-France,Paris,Negative
1018602243019497473,7/15/2018 14:04,Argentina,Ciudad de Buenos Aires,Buenos Aires,Positive
1018602276972359680,7/15/2018 14:04,Ghana,Greater Accra,Accra,Positive
1018602631261052928,7/15/2018 14:06,Brazil,,,Positive
1018603119079559168,7/15/2018 14:08,South Africa,KwaZulu-Natal,Durban,Positive
1018603407421198336,7/15/2018 14:09,Italy,Emilia-Romagna,Bologna,Negative
1018603448240082944,7/15/2018 14:09,United Kingdom,,,Positive
1018603976516931584,7/15/2018 14:11,Brazil,São Paulo,Taubate,Positive
1018604545851699200,7/15/2018 14:13,Chile,Región Metropolitana de Santiago,Santiago,Positive
1018605158568222721,7/15/2018 14:16,Spain,,,Positive
1018605607799087104,7/15/2018 14:17,United States,,,Positive
1018605783913771009,7/15/2018 14:18,South Africa,KwaZulu-Natal,Vryheid,Positive
1018606180183265280,7/15/2018 14:20,South Africa,KwaZulu-Natal,Durban,Positive
1018606200332652547,7/15/2018 14:20,Somalia,,,Positive
1018607201471139841,7/15/2018 14:24,Yemen,Amanat Al Asimah,Sanaa,Positive
1018607279053135872,7/15/2018 14:24,France,Pays de la Loire,,Positive
1018607923763798017,7/15/2018 14:27,Italy,Lazio,Rome,Positive
1018608138239598593,7/15/2018 14:27,South Africa,,,Positive
1018608502007386120,7/15/2018 14:29,France,,,Positive
1018609348359217152,7/15/2018 14:32,Nigeria,Cross River,Calabar,Positive
1018609706946793472,7/15/2018 14:34,United States,California,,Positive
1018609745710772226,7/15/2018 14:34,France,Languedoc-Roussillon,Montpellier,Positive
1018609935792398337,7/15/2018 14:35,France,Picardie,,Positive
1018611111606669313,7/15/2018 14:39,Qatar,Ad Dawhah,Doha,Positive
1018611544463208448,7/15/2018 14:41,Chile,Región Metropolitana de Santiago,Santiago,Negative
1018612389657358338,7/15/2018 14:44,France,,,Positive
1018613738595704832,7/15/2018 14:50,United States,California,Los Angeles,Positive
1018613902177955841,7/15/2018 14:50,France,Île-de-France,Paris,Positive
1018614160932917248,7/15/2018 14:51,South Africa,Gauteng,Johannesburg,Positive
